1545,8021BA,Berkumhof,45,,ALG1020
1544,8021BA,Berkumhof,47,,ALG1020
1567,8021BA,Berkumhof,49,,ALG1020
1566,8021BA,Berkumhof,51,,ALG1020
1565,8021BA,Berkumhof,53,,ALG1020
1564,8021BA,Berkumhof,55,,ALG1020
1563,8021BA,Berkumhof,57,,ALG1020
1562,8021BA,Berkumhof,59,,ALG1020
1561,8021BA,Berkumhof,61,,ALG1020
1560,8021BA,Berkumhof,63,,ALG1020
1559,8021BA,Berkumhof,65,,ALG1020
1558,8021BA,Berkumhof,67,,ALG1020
1557,8021BA,Berkumhof,69,,ALG1020
1556,8021BA,Berkumhof,71,,ALG1020
1569,8021BN,Schoolstraat,12,,ALG1020
1570,8021BN,Schoolstraat,14,,ALG1020
1571,8021BN,Schoolstraat,16,,ALG1020
1572,8021BN,Schoolstraat,18,,ALG1020
1573,8021BN,Schoolstraat,20,,ALG1020
1574,8021BN,Schoolstraat,22,,ALG1020
1575,8021BN,Schoolstraat,24,,ALG1020
1576,8021BN,Schoolstraat,26,,ALG1020
1577,8021BN,Schoolstraat,28,,ALG1020
1578,8021BN,Schoolstraat,30,,ALG1020
1579,8021BN,Schoolstraat,32,,ALG1020
1580,8021BN,Schoolstraat,34,,ALG1020
1581,8021BN,Schoolstraat,36,,ALG1020
1582,8021BN,Schoolstraat,38,,ALG1020
1583,8021BN,Schoolstraat,40,,ALG1020
1584,8021BN,Schoolstraat,42,,ALG1020
1585,8021BN,Schoolstraat,44,,ALG1020
1586,8021BN,Schoolstraat,46,,ALG1020
1587,8021BN,Schoolstraat,48,,ALG1020
1588,8021BN,Schoolstraat,50,,ALG1020
1568,8021BN,Schoolstraat,52,,ALG1020
1589,8021BN,Schoolstraat,52,A,ALG1020
1536,8021BP,Berkumstraat,15,,ALG1020
1537,8021BP,Berkumstraat,17,,ALG1020
1538,8021BP,Berkumstraat,19,,ALG1020
1539,8021BP,Berkumstraat,21,,ALG1020
1540,8021BP,Berkumstraat,23,,ALG1020
1541,8021BP,Berkumstraat,25,,ALG1020
1542,8021BP,Berkumstraat,27,,ALG1020
1543,8021BP,Berkumstraat,29,,ALG1020
1535,8021BP,Berkumstraat,7,,ALG1020
1635,8024AG,Boerendanserdijk,73,,ALG1022
1637,8024AG,Boerendanserdijk,77,,ALG1022
1639,8024AG,Boerendanserdijk,83,,ALG1022
1640,8024AG,Boerendanserdijk,85,,ALG1022
1841,8024AT,Berkenlaan,22,,ALG1402
1653,8024AX,Meidoornlaan,16,,ALG1022
1656,8024AX,Meidoornlaan,24,,ALG1022
1647,8024AX,Meidoornlaan,4,,ALG1022
1843,8024BG,Boerhaavelaan,39,,ALG1028
1844,8024BG,Boerhaavelaan,41,,ALG1028
1845,8024BG,Boerhaavelaan,43,,ALG1028
1846,8024BG,Boerhaavelaan,45,,ALG1028
